symbol,bids,asks,timestamp,Mid_Price,Quoted_Spread,First_Layer_Liquidity
ETHBTC,"[['0.06256000', '33.22360000'], ['0.06255000', '37.64420000'], ['0.06038000', '1.80350000']]","[['0.06267000', '66.31210000'], ['0.06308000', '6.06820000']]",1693386909327,0.062615,0.00010999999999999899,99.53569999999999
ETHBTC,"[['0.06257000', '51.41800000'], ['0.06252000', '31.34630000'], ['0.06250000', '79.66280000'], ['0.06249000', '10.75350000'], ['0.06243000', '3.64580000']]","[['0.06258000', '51.73790000'], ['0.06270000', '100.41280000']]",1693386910327,0.06257499999999999,9.999999999996123e-06,103.1559
ETHBTC,"[['0.06252000', '31.31440000'], ['0.06250000', '79.06280000']]","[['0.06258000', '51.70600000'], ['0.06260000', '93.90900000'], ['0.06298000', '5.10460000']]",1693386911327,0.06255,5.9999999999990616e-05,83.0204
ETHBTC,"[['0.06257000', '54.67860000'], ['0.06256000', '29.00890000'], ['0.06255000', '38.64420000'], ['0.06235000', '4.05520000'], ['0.05850000', '103.79130000']]","[['0.06258000', '61.57820000'], ['0.06259000', '25.11930000'], ['0.06260000', '55.79740000'], ['0.06261000', '80.11290000'], ['0.06262000', '20.86120000'], ['0.06264000', '59.36880000'], ['0.06297000', '5.29800000']]",1693386912327,0.06257499999999999,9.999999999996123e-06,116.2568
ETHBTC,"[['0.06255000', '71.32080000'], ['0.06254000', '43.21290000'], ['0.06213000', '5.24740000'], ['0.06210000', '8.18810000']]","[['0.06258000', '62.57820000'], ['0.06259000', '24.59280000'], ['0.06260000', '58.09740000'], ['0.06266000', '34.33370000']]",1693386913327,0.062565,3.0000000000002247e-05,133.899
ETHBTC,"[['0.06256000', '25.22790000'], ['0.06255000', '38.64420000'], ['0.06242000', '58.08000000'], ['0.06157000', '24.33400000'], ['0.05884000', '0.48910000']]","[['0.06263000', '42.94250000'], ['0.06269000', '37.02940000']]",1693386914327,0.06259500000000001,7.000000000000062e-05,68.1704
ETHBTC,"[['0.06256000', '29.00890000'], ['0.06255000', '38.64420000'], ['0.05969000', '13.64120000']]",[],1693386915327,,,
ETHBTC,"[['0.06256000', '26.33850000'], ['0.06157000', '24.34250000'], ['0.05631000', '0.87330000']]","[['0.06259000', '18.76860000'], ['0.06260000', '63.92010000']]",1693386916327,0.062575,3.0000000000002247e-05,45.1071
ETHBTC,"[['0.06157000', '24.33570000']]","[['0.06308000', '6.56420000']]",1693386917327,0.062325,0.0015099999999999975,30.8999
ETHBTC,"[['0.06255000', '38.64420000'], ['0.06157000', '24.33400000']]","[['0.06260000', '64.10270000']]",1693386918327,0.06257499999999999,5.000000000000837e-05,102.7469
ETHBTC,"[['0.06257000', '54.67800000'], ['0.06252000', '31.34630000']]","[['0.06258000', '62.61010000']]",1693386919327,0.06257499999999999,9.999999999996123e-06,117.2881
ETHBTC,"[['0.06250000', '79.66280000'], ['0.06238000', '9.31900000']]","[['0.06260000', '64.70270000']]",1693386920327,0.06255,0.00010000000000000286,144.3655
ETHBTC,"[['0.06255000', '73.22520000'], ['0.06238000', '5.53800000']]","[['0.06258000', '62.57780000']]",1693386921327,0.062565,3.0000000000002247e-05,135.803
ETHBTC,"[['0.06256000', '31.11950000'], ['0.06255000', '72.22520000'], ['0.06242000', '4.98200000'], ['0.06235000', '4.05230000']]","[['0.06269000', '0.12740000'], ['0.06297000', '5.29800000']]",1693386922327,0.062625,0.00012999999999999123,31.2469
ETHBTC,"[['0.06255000', '37.64420000'], ['0.06254000', '77.74020000'], ['0.06235000', '4.05520000']]","[['0.06258000', '61.57780000'], ['0.06259000', '19.76860000']]",1693386923328,0.062565,3.0000000000002247e-05,99.22200000000001
ETHBTC,"[['0.06255000', '72.41310000'], ['0.06254000', '43.21290000']]",[],1693386925328,,,
ETHBTC,"[['0.06255000', '37.64420000'], ['0.06254000', '78.16630000'], ['0.06242000', '58.08000000'], ['0.06157000', '24.33570000']]","[['0.06269000', '37.02940000']]",1693386926328,0.06262,0.00014000000000000123,74.6736
ETHBTC,"[['0.06157000', '24.33400000']]",[],1693386927328,,,
ETHBTC,"[['0.06110000', '14.57910000']]","[['0.06258000', '62.57780000'], ['0.06259000', '18.76860000']]",1693386929328,0.06184,0.0014799999999999952,77.15690000000001
ETHBTC,"[['0.06255000', '73.40340000'], ['0.06254000', '43.21290000']]",[],1693386930328,,,
ETHBTC,"[['0.06257000', '54.26200000'], ['0.06256000', '28.51950000'], ['0.06255000', '77.60340000'], ['0.05631000', '0.87330000']]",[],1693386931328,,,
ETHBTC,[],"[['0.06258000', '62.57780000']]",1693386932328,,,
ETHBTC,"[['0.06235000', '4.05520000']]","[['0.06297000', '5.29800000']]",1693386933328,0.06266,0.0006199999999999956,9.353200000000001
ETHBTC,"[['0.06242000', '4.98200000'], ['0.06111000', '1.37890000']]","[['0.06269000', '0.12740000']]",1693386934328,0.062555,0.00026999999999999247,5.1094
ETHBTC,"[['0.06111000', '137.76180000'], ['0.05970000', '16.87110000']]",[],1693386935328,,,
ETHBTC,"[['0.06176000', '7.88530000']]",[],1693386936328,,,
ETHBTC,"[['0.06256000', '22.69330000'], ['0.06255000', '83.42930000']]",[],1693386937328,,,
ETHBTC,"[['0.06242000', '58.08000000'], ['0.06176000', '8.22470000']]","[['0.06269000', '37.02940000']]",1693386938328,0.062555,0.00026999999999999247,95.1094
ETHBTC,"[['0.06252000', '31.34630000']]",[],1693386939328,,,
ETHBTC,"[['0.06249000', '10.68460000']]","[['0.06267000', '66.24340000']]",1693386940328,0.06258,0.00018000000000000654,76.928
ETHBTC,"[['0.06157000', '24.33400000'], ['0.05970000', '16.67010000']]",[],1693386941328,,,
ETHBTC,"[['0.06257000', '54.08470000'], ['0.06240000', '123.63380000'], ['0.06235000', '4.05520000']]","[['0.06267000', '66.31120000'], ['0.06297000', '5.29800000'], ['0.06315000', '49.31170000'], ['0.06316000', '5.80810000']]",1693386943328,0.06262000000000001,0.00010000000000000286,120.3959
ETHBTC,[],"[['0.06283000', '2.69580000']]",1693386944329,,,
ETHBTC,"[['0.06257000', '54.08470000'], ['0.06242000', '4.98200000'], ['0.05631000', '0.87330000']]","[['0.06269000', '0.12740000']]",1693386946329,0.06262999999999999,0.00011999999999999511,54.2121
ETHBTC,"[['0.06249000', '10.75330000'], ['0.06157000', '24.33740000']]","[['0.06258000', '59.46460000'], ['0.06259000', '17.65010000']]",1693386947329,0.062535,8.99999999999998e-05,70.2179
ETHBTC,"[['0.06240000', '123.63380000'], ['0.06157000', '24.33570000']]","[['0.06259000', '20.91160000'], ['0.06315000', '48.31170000']]",1693386948329,0.062495,0.0001900000000000096,144.5454
ETHBTC,"[['0.06242000', '58.08000000'], ['0.06157000', '24.33400000']]","[['0.06258000', '59.37150000'], ['0.06269000', '37.02940000'], ['0.06315000', '49.31170000'], ['0.06353000', '2.46790000']]",1693386949329,0.0625,0.00015999999999999348,117.4515
ETHBTC,[],"[['0.06353000', '2.46620000']]",1693386950329,,,
ETHBTC,"[['0.06257000', '54.08470000'], ['0.06162000', '7.32700000']]",[],1693386951329,,,
ETHBTC,"[['0.06162000', '7.32520000']]",[],1693386952329,,,
ETHBTC,"[['0.06257000', '54.08470000'], ['0.06235000', '4.05520000']]","[['0.06258000', '59.34370000'], ['0.06297000', '5.29800000']]",1693386953329,0.06257499999999999,9.999999999996123e-06,113.4284
ETHBTC,"[['0.06257000', '54.50210000'], ['0.06157000', '24.33570000']]","[['0.06258000', '59.34370000']]",1693386954329,0.06257499999999999,9.999999999996123e-06,113.8458
ETHBTC,"[['0.06257000', '54.95820000'], ['0.06249000', '10.38780000'], ['0.06157000', '24.33400000'], ['0.05970000', '16.87110000']]",[],1693386955329,,,
ETHBTC,"[['0.06250000', '80.02830000']]","[['0.06258000', '62.42450000'], ['0.06259000', '17.65010000']]",1693386957329,0.06254,7.999999999999674e-05,142.4528
ETHBTC,"[['0.06242000', '4.98200000'], ['0.06240000', '120.63380000']]","[['0.06269000', '0.12740000']]",1693386958329,0.062555,0.00026999999999999247,5.1094
ETHBTC,"[['0.06240000', '123.63380000']]","[['0.06315000', '49.31170000']]",1693386959329,0.062775,0.0007500000000000007,172.94549999999998
ETHBTC,"[['0.06240000', '120.63380000'], ['0.06239000', '6.58220000'], ['0.06169000', '3.63130000']]","[['0.06258000', '62.35940000'], ['0.06315000', '48.31170000']]",1693386960329,0.06249,0.0001799999999999996,182.9932
ETHBTC,"[['0.06256000', '25.89330000'], ['0.06255000', '80.22930000'], ['0.06248000', '37.84980000'], ['0.05631000', '0.87330000']]","[['0.06315000', '49.31170000']]",1693386961329,0.062855,0.0005899999999999933,75.205
ETHBTC,"[['0.06242000', '58.08000000']]","[['0.06269000', '37.02940000']]",1693386962329,0.062555,0.00026999999999999247,95.1094
ETHBTC,"[['0.06257000', '54.50210000'], ['0.06157000', '24.33570000']]",[],1693386963330,,,
ETHBTC,"[['0.06235000', '4.05520000'], ['0.06157000', '24.33400000']]","[['0.06260000', '62.40270000'], ['0.06261000', '82.41290000'], ['0.06297000', '5.29800000']]",1693386964330,0.062475,0.0002500000000000002,66.45790000000001
ETHBTC,"[['0.06112000', '2.62420000']]",[],1693386965330,,,
ETHBTC,"[['0.06239000', '3.58220000'], ['0.06112000', '2.66350000']]",[],1693386966330,,,
ETHBTC,"[['0.06243000', '6.64580000'], ['0.06157000', '24.33570000']]","[['0.06315000', '48.31170000']]",1693386967330,0.06279,0.0007199999999999984,54.9575
ETHBTC,"[['0.06157000', '24.33400000']]","[['0.06319000', '2.21290000'], ['0.06448000', '4.55510000']]",1693386968330,0.06238,0.0016199999999999964,26.5469
ETHBTC,"[['0.06257000', '54.50210000'], ['0.06256000', '25.89330000'], ['0.06157000', '24.33400000'], ['0.05970000', '16.67010000']]",[],1693386969330,,,
ETHBTC,"[['0.06242000', '4.98200000']]","[['0.06269000', '0.12740000']]",1693386970330,0.062555,0.00026999999999999247,5.1094
ETHBTC,"[['0.06212000', '2.41610000']]",[],1693386971330,,,
ETHBTC,"[['0.06215000', '1.09590000']]","[['0.06319000', '1.21290000'], ['0.06343000', '0.88970000'], ['0.06357000', '21.92270000']]",1693386972330,0.06267,0.0010399999999999993,2.3088
ETHBTC,"[['0.06243000', '6.64580000'], ['0.06242000', '58.08000000']]","[['0.06269000', '37.02940000'], ['0.06314000', '3.38070000'], ['0.06319000', '2.21290000']]",1693386973330,0.06256,0.00025999999999999635,43.675200000000004
ETHBTC,"[['0.06257000', '53.84210000'], ['0.06235000', '4.05520000'], ['0.06182000', '6.80260000']]","[['0.06258000', '60.41750000'], ['0.06259000', '19.04940000'], ['0.06297000', '5.29800000'], ['0.06333000', '3.45370000']]",1693386974330,0.06257499999999999,9.999999999996123e-06,114.2596
ETHBTC,"[['0.06194000', '0.81590000']]",[],1693386975330,,,
ETHBTC,"[['0.06194000', '0.83600000'], ['0.05631000', '0.87330000']]",[],1693386977330,,,
ETHBTC,[],"[['0.06262000', '21.75680000']]",1693386978330,,,
ETHBTC,"[['0.06237000', '4.99320000'], ['0.06157000', '24.33400000']]","[['0.06319000', '1.21290000']]",1693386979330,0.06278,0.0008199999999999943,6.2061
ETHBTC,"[['0.06243000', '6.64580000'], ['0.06237000', '4.98640000'], ['0.06157000', '24.33910000']]","[['0.06319000', '2.21290000']]",1693386980330,0.06281,0.0007599999999999968,8.8587
ETHBTC,"[['0.06157000', '24.33400000']]",[],1693386981330,,,
ETHBTC,"[['0.06242000', '4.98200000'], ['0.06157000', '24.33400000']]","[['0.06269000', '0.12740000']]",1693386982331,0.062555,0.00026999999999999247,5.1094
ETHBTC,"[['0.06249000', '10.31910000']]","[['0.06261000', '49.32770000'], ['0.06262000', '51.59750000'], ['0.06267000', '66.24340000']]",1693386983331,0.06255,0.00012000000000000205,59.6468
ETHBTC,"[['0.06256000', '26.89330000'], ['0.06255000', '79.22930000'], ['0.06235000', '4.05520000']]","[['0.06261000', '79.13990000'], ['0.06262000', '21.75680000'], ['0.06297000', '5.29800000']]",1693386984331,0.062585,4.999999999999449e-05,106.0332
ETHBTC,"[['0.06243000', '3.64580000'], ['0.06242000', '58.08000000']]","[['0.06269000', '37.02940000'], ['0.06319000', '1.21290000']]",1693386985331,0.06256,0.00025999999999999635,40.675200000000004
ETHBTC,"[['0.06243000', '6.64580000']]","[['0.06319000', '2.21290000']]",1693386986331,0.06281,0.0007599999999999968,8.8587
ETHBTC,"[['0.06256000', '25.89330000'], ['0.06255000', '80.22930000'], ['0.06249000', '10.38830000'], ['0.05970000', '16.87110000']]",[],1693386987331,,,
ETHBTC,"[['0.06254000', '42.61360000'], ['0.06252000', '33.86240000'], ['0.06251000', '39.53870000'], ['0.06110000', '14.57580000'], ['0.06106000', '6.40640000'], ['0.05631000', '0.87330000']]","[['0.06261000', '79.13990000'], ['0.06262000', '20.86520000'], ['0.06263000', '43.44210000'], ['0.06264000', '58.86920000'], ['0.06267000', '66.31170000']]",1693386992331,0.06257499999999999,7.000000000000062e-05,121.7535
ETHBTC,"[['0.06253000', '18.93790000']]",[],1693386993331,,,
ETHBTC,"[['0.06242000', '4.98200000'], ['0.06235000', '4.05520000']]","[['0.06269000', '0.12740000'], ['0.06297000', '5.29800000']]",1693386994331,0.062555,0.00026999999999999247,5.1094
ETHBTC,"[['0.06257000', '53.85710000'], ['0.06157000', '24.33400000']]",[],1693386995331,,,
ETHBTC,"[['0.06254000', '41.84440000'], ['0.06252000', '31.36510000']]","[['0.06262000', '19.96960000'], ['0.06263000', '40.94480000']]",1693386997331,0.06258,7.999999999999674e-05,61.814
ETHBTC,"[['0.06257000', '53.85710000'], ['0.06242000', '58.08000000']]","[['0.06269000', '37.02940000']]",1693386998331,0.06262999999999999,0.00011999999999999511,90.88650000000001
ETHBTC,"[['0.06256000', '31.71930000'], ['0.06255000', '74.40340000']]","[['0.06319000', '1.21290000']]",1693386999332,0.062875,0.0006299999999999917,32.9322
ETHBTC,"[['0.06256000', '30.91930000'], ['0.06243000', '6.64580000']]","[['0.06318000', '5.01280000']]",1693387000332,0.06287000000000001,0.0006199999999999956,35.9321
ETHBTC,"[['0.06254000', '40.29110000'], ['0.06250000', '73.81800000'], ['0.06240000', '105.29980000'], ['0.06216000', '1.58730000']]","[['0.06258000', '59.41750000'], ['0.06259000', '21.16790000'], ['0.06264000', '57.30270000'], ['0.06267000', '60.04560000'], ['0.06277000', '188.78270000'], ['0.06289000', '3.09370000']]",1693387002332,0.06256,3.999999999999837e-05,99.70859999999999
ETHBTC,"[['0.06243000', '3.64580000']]","[['0.06258000', '55.36910000'], ['0.06259000', '25.21630000'], ['0.06318000', '4.01280000']]",1693387003332,0.062505,0.00014999999999999736,59.014900000000004
ETHBTC,"[['0.06257000', '58.43950000'], ['0.06243000', '6.64580000'], ['0.06235000', '4.05520000']]","[['0.06258000', '59.41750000'], ['0.06259000', '21.16790000'], ['0.06297000', '5.29800000'], ['0.06318000', '5.01280000']]",1693387004332,0.06257499999999999,9.999999999996123e-06,117.857
ETHBTC,"[['0.06255000', '75.17360000'], ['0.06252000', '33.86240000'], ['0.06242000', '4.98200000']]","[['0.06264000', '59.80000000'], ['0.06269000', '0.12740000']]",1693387006332,0.062595,9.000000000000674e-05,134.97359999999998
ETHBTC,"[['0.06255000', '75.95930000'], ['0.06254000', '39.50540000']]","[['0.06282000', '6.67250000'], ['0.06283000', '2.69260000']]",1693387007332,0.06268499999999999,0.00027000000000000635,82.6318
ETHBTC,"[['0.06157000', '24.33400000'], ['0.05631000', '0.87330000']]",[],1693387008332,,,
ETHBTC,"[['0.06243000', '3.64580000'], ['0.06241000', '65.90980000']]","[['0.06269000', '37.02940000']]",1693387009332,0.06256,0.00025999999999999635,40.675200000000004
ETHBTC,"[['0.06257000', '58.35710000'], ['0.06242000', '7.98200000'], ['0.06157000', '24.33400000']]","[['0.06317000', '9.91880000'], ['0.06318000', '4.01280000']]",1693387010332,0.06287000000000001,0.0006000000000000033,68.27590000000001
ETHBTC,"[['0.06256000', '31.91930000'], ['0.06255000', '74.95930000'], ['0.06157000', '24.33570000']]",[],1693387011332,,,
ETHBTC,"[['0.06157000', '24.33400000']]",[],1693387012332,,,
ETHBTC,"[['0.06257000', '58.43950000'], ['0.06242000', '4.98200000'], ['0.06235000', '4.05520000']]","[['0.06259000', '20.69440000'], ['0.06297000', '5.29800000']]",1693387015332,0.06258,2.0000000000006124e-05,79.13390000000001
ETHBTC,"[['0.06241000', '68.90980000']]","[['0.06317000', '8.91880000']]",1693387016332,0.06279,0.0007600000000000037,77.82860000000001
ETHBTC,"[['0.06250000', '73.45250000']]","[['0.06317000', '9.91880000']]",1693387017332,0.062835,0.0006700000000000039,83.3713
ETHBTC,"[['0.06254000', '41.04190000'], ['0.06251000', '45.68490000'], ['0.06241000', '31.17720000'], ['0.06222000', '37.42400000']]","[['0.06258000', '55.36910000'], ['0.06259000', '24.74280000'], ['0.06266000', '35.87020000'], ['0.06269000', '6.27360000'], ['0.06277000', '204.14810000'], ['0.06294000', '38.40950000']]",1693387018332,0.06256,3.999999999999837e-05,96.411
ETHBTC,"[['0.06249000', '10.75380000']]",[],1693387019333,,,
ETHBTC,"[['0.06254000', '41.64120000'], ['0.06253000', '18.33860000'], ['0.06157000', '24.33570000']]","[['0.06258000', '49.54530000'], ['0.06259000', '30.56690000'], ['0.06261000', '78.40750000']]",1693387021333,0.06256,3.999999999999837e-05,91.1865
ETHBTC,"[['0.06256000', '30.91930000'], ['0.06255000', '75.95930000'], ['0.06241000', '84.27520000'], ['0.06157000', '24.33400000']]","[['0.06269000', '43.17560000']]",1693387022333,0.062625,0.00012999999999999123,74.0949
ETHBTC,"[['0.06257000', '59.00860000'], ['0.06256000', '31.91930000'], ['0.06255000', '74.95930000']]",[],1693387023333,,,
ETHBTC,"[['0.06256000', '34.21930000'], ['0.06255000', '72.65930000'], ['0.05631000', '0.87330000']]",[],1693387024333,,,
ETHBTC,"[['0.06235000', '4.05520000'], ['0.06111000', '137.76180000']]","[['0.06297000', '5.29800000']]",1693387025333,0.06266,0.0006199999999999956,9.353200000000001
ETHBTC,"[['0.06256000', '32.61930000']]",[],1693387026333,,,
ETHBTC,"[['0.06157000', '24.33400000']]","[['0.06259000', '29.56690000'], ['0.06260000', '63.40270000']]",1693387027333,0.06208,0.001020000000000007,53.9009
ETHBTC,"[['0.06257000', '59.47790000'], ['0.06256000', '33.41820000'], ['0.06255000', '71.86040000']]","[['0.06259000', '29.56690000'], ['0.06448000', '4.55510000']]",1693387028333,0.06258,2.0000000000006124e-05,89.0448
ETHBTC,[],"[['0.06270000', '98.02120000']]",1693387029333,,,
ETHBTC,"[['0.06241000', '31.17720000'], ['0.06157000', '24.33400000']]","[['0.06259000', '29.56690000'], ['0.06268000', '6.64760000'], ['0.06269000', '6.27360000']]",1693387030333,0.0625,0.00018000000000000654,60.7441
ETHBTC,"[['0.06257000', '63.52630000'], ['0.06256000', '43.93460000'], ['0.06255000', '71.83880000'], ['0.06254000', '27.09610000'], ['0.06215000', '1.08290000'], ['0.06157000', '24.33570000']]","[['0.06258000', '46.21950000'], ['0.06260000', '63.38410000'], ['0.06261000', '78.42800000']]",1693387031333,0.06257499999999999,9.999999999996123e-06,109.7458
ETHBTC,"[['0.06257000', '64.52630000'], ['0.06256000', '82.30040000'], ['0.06255000', '36.07960000'], ['0.06214000', '5.87590000'], ['0.06157000', '24.33400000']]","[['0.06259000', '30.20170000']]",1693387032333,0.06258,2.0000000000006124e-05,94.72800000000001
ETHBTC,"[['0.06241000', '84.27520000']]","[['0.06269000', '43.17560000']]",1693387033333,0.06255,0.00027999999999999553,127.4508
ETHBTC,"[['0.06157000', '24.33570000'], ['0.06112000', '2.62420000']]","[['0.06261000', '75.54600000'], ['0.06266000', '38.17020000']]",1693387034333,0.06209,0.0010399999999999993,99.88170000000001
ETHBTC,"[['0.06257000', '63.52630000'], ['0.06256000', '83.30040000'], ['0.06235000', '4.05520000'], ['0.06157000', '24.33400000']]","[['0.06297000', '5.29800000']]",1693387035333,0.06276999999999999,0.0003999999999999976,68.8243
ETHBTC,"[['0.06257000', '63.67760000']]","[['0.06258000', '40.81210000'], ['0.06259000', '30.20170000']]",1693387036334,0.06257499999999999,9.999999999996123e-06,104.4897
ETHBTC,"[['0.06257000', '64.67760000'], ['0.06256000', '83.09920000'], ['0.06255000', '35.28080000']]","[['0.06258000', '40.81210000'], ['0.06259000', '28.28430000'], ['0.06260000', '62.98580000']]",1693387037334,0.06257499999999999,9.999999999996123e-06,105.4897
ETHBTC,[],"[['0.06259000', '29.08310000']]",1693387038334,,,
ETHBTC,"[['0.06257000', '64.67560000'], ['0.06241000', '81.27520000'], ['0.05631000', '0.87330000']]",[],1693387039334,,,
ETHBTC,"[['0.06242000', '7.98200000'], ['0.06112000', '2.66350000']]","[['0.06317000', '8.91880000']]",1693387040334,0.062795,0.0007500000000000007,16.9008
ETHBTC,"[['0.06252000', '36.84480000'], ['0.06247000', '122.14950000']]","[['0.06318000', '5.01280000']]",1693387041334,0.06285,0.0006599999999999939,41.8576
ETHBTC,"[['0.06241000', '28.17720000'], ['0.06206000', '6.88970000'], ['0.06157000', '24.33400000']]","[['0.06269000', '6.27360000']]",1693387042334,0.06255,0.00027999999999999553,34.4508
ETHBTC,"[['0.06182000', '6.79300000'], ['0.06157000', '24.34250000']]",[],1693387043334,,,
ETHBTC,"[['0.06257000', '63.67560000'], ['0.06256000', '84.09920000'], ['0.06206000', '6.89300000'], ['0.06157000', '24.33400000']]",[],1693387044334,,,
ETHBTC,"[['0.06241000', '81.27520000'], ['0.06235000', '4.05520000'], ['0.06182000', '6.80260000']]","[['0.06269000', '43.17560000'], ['0.06297000', '5.29800000']]",1693387045334,0.06255,0.00027999999999999553,124.4508
ETHBTC,"[['0.06257000', '64.67560000'], ['0.06256000', '43.73340000'], ['0.06255000', '80.57870000'], ['0.06157000', '24.33570000']]","[['0.06266000', '37.48380000'], ['0.06267000', '60.73200000']]",1693387047334,0.062615,8.999999999999286e-05,102.1594
ETHBTC,"[['0.06157000', '24.33400000'], ['0.06007000', '2.76810000']]","[['0.06258000', '40.81210000'], ['0.06259000', '29.08310000']]",1693387048334,0.062075,0.001009999999999997,65.1461
ETHBTC,[],"[['0.06259000', '28.28430000'], ['0.06260000', '63.78460000']]",1693387049334,,,
ETHBTC,"[['0.06257000', '64.67560000'], ['0.06256000', '49.54320000'], ['0.06255000', '80.57870000'], ['0.06251000', '36.08640000'], ['0.06007000', '3.24330000']]","[['0.06260000', '62.66630000'], ['0.06261000', '76.66430000']]",1693387050334,0.062585,3.0000000000002247e-05,127.34190000000001
ETHBTC,"[['0.06257000', '63.67560000'], ['0.06256000', '50.54320000'], ['0.06238000', '9.31900000']]",[],1693387051334,,,
ETHBTC,"[['0.06257000', '56.36560000'], ['0.06256000', '42.29680000'], ['0.06255000', '50.82590000'], ['0.06254000', '27.09610000'], ['0.06241000', '28.17720000'], ['0.05631000', '0.87330000']]","[['0.06258000', '43.66780000'], ['0.06259000', '25.23590000'], ['0.06260000', '61.66630000'], ['0.06262000', '21.44620000'], ['0.06269000', '6.27360000']]",1693387054334,0.06257499999999999,9.999999999996123e-06,100.0334
ETHBTC,"[['0.06257000', '63.64860000'], ['0.06256000', '34.99810000'], ['0.06255000', '96.12380000'], ['0.06238000', '5.53800000'], ['0.06235000', '4.05520000'], ['0.06106000', '6.40310000']]","[['0.06258000', '39.61940000'], ['0.06259000', '29.28430000'], ['0.06266000', '38.17020000'], ['0.06267000', '60.04560000'], ['0.06297000', '5.29800000']]",1693387055334,0.06257499999999999,9.999999999996123e-06,103.268
ETHBTC,"[['0.06256000', '35.99810000'], ['0.06255000', '95.12380000'], ['0.06105000', '8.07580000']]",[],1693387056335,,,
ETHBTC,"[['0.06256000', '45.43120000']]","[['0.06258000', '39.58780000'], ['0.06259000', '29.28430000']]",1693387057335,0.06257,1.9999999999992246e-05,85.019
ETHBTC,"[['0.06241000', '81.27520000'], ['0.06238000', '9.31900000']]","[['0.06269000', '43.17560000']]",1693387058335,0.06255,0.00027999999999999553,124.4508
ETHBTC,[],"[['0.06266000', '37.48380000'], ['0.06268000', '7.33400000']]",1693387059335,,,
ETHBTC,"[['0.06157000', '24.33570000']]","[['0.06259000', '23.68430000'], ['0.06260000', '73.66630000']]",1693387060335,0.06208,0.001020000000000007,48.019999999999996
ETHBTC,"[['0.06157000', '24.33400000']]","[['0.06259000', '26.08430000'], ['0.06260000', '71.26630000']]",1693387061335,0.06208,0.001020000000000007,50.4183
ETHBTC,[],"[['0.06258000', '39.40070000'], ['0.06267000', '60.73200000'], ['0.06268000', '6.64760000'], ['0.06314000', '2.43220000']]",1693387063335,,,
ETHBTC,[],"[['0.06261000', '49.15210000'], ['0.06262000', '46.76450000'], ['0.06266000', '35.18380000']]",1693387064335,,,
ETHBTC,"[['0.06242000', '4.98200000'], ['0.06241000', '28.17720000'], ['0.06235000', '4.05520000']]","[['0.06258000', '22.76470000'], ['0.06259000', '42.72030000'], ['0.06269000', '6.27360000'], ['0.06297000', '5.29800000']]",1693387066335,0.0625,0.00015999999999999348,27.7467
ETHBTC,"[['0.06256000', '45.43120000'], ['0.06255000', '49.82590000'], ['0.06249000', '10.38830000']]","[['0.06266000', '35.87020000'], ['0.06267000', '60.04560000']]",1693387067335,0.06261,9.999999999998899e-05,81.3014
ETHBTC,"[['0.06241000', '31.17720000']]","[['0.06317000', '9.91880000'], ['0.06318000', '4.01280000']]",1693387068335,0.06279,0.0007600000000000037,41.096
ETHBTC,"[['0.06248000', '38.21610000'], ['0.06241000', '84.27520000'], ['0.05631000', '0.87330000']]","[['0.06269000', '43.17560000']]",1693387069335,0.062585,0.0002099999999999949,81.3917
ETHBTC,"[['0.06256000', '50.30700000'], ['0.06254000', '22.22090000'], ['0.06241000', '81.27520000']]","[['0.06282000', '6.66930000'], ['0.06317000', '8.91880000']]",1693387070335,0.06269,0.00025999999999999635,56.9763
ETHBTC,"[['0.06257000', '63.64860000'], ['0.06256000', '95.60490000'], ['0.06241000', '84.27520000']]","[['0.06284000', '71.72500000'], ['0.06317000', '9.91880000']]",1693387071335,0.062705,0.00026999999999999247,135.3736
ETHBTC,[],"[['0.06259000', '41.72030000'], ['0.06260000', '72.26630000']]",1693387073335,,,
ETHBTC,"[['0.06256000', '50.30700000'], ['0.06253000', '20.33630000'], ['0.06252000', '34.84710000'], ['0.06157000', '24.33570000']]","[['0.06261000', '71.41170000'], ['0.06262000', '21.44620000'], ['0.06264000', '57.80230000'], ['0.06265000', '3.58310000'], ['0.06266000', '38.17020000']]",1693387074335,0.062585,4.999999999999449e-05,121.7187
ETHBTC,"[['0.06256000', '95.60490000'], ['0.06157000', '24.33400000']]","[['0.06258000', '25.50890000'], ['0.06259000', '42.72030000'], ['0.06260000', '65.44360000'], ['0.06314000', '3.38070000']]",1693387075335,0.06257,1.9999999999992246e-05,121.1138
ETHBTC,"[['0.06257000', '63.48230000'], ['0.06256000', '89.77890000'], ['0.06255000', '55.65300000'], ['0.06241000', '81.27520000'], ['0.06235000', '4.05520000'], ['0.06157000', '24.33400000']]","[['0.06259000', '45.76880000'], ['0.06297000', '5.29800000'], ['0.06317000', '8.91880000']]",1693387076335,0.06258,2.0000000000006124e-05,109.25110000000001
ETHBTC,"[['0.06257000', '59.56790000'], ['0.06256000', '93.82730000'], ['0.06241000', '84.27520000']]","[['0.06317000', '9.91880000']]",1693387077335,0.06287000000000001,0.0006000000000000033,69.4867
ETHBTC,"[['0.06241000', '31.17720000']]","[['0.06269000', '6.27360000']]",1693387078335,0.06255,0.00027999999999999553,37.4508
